Bio,Grades
"Ohio State's undisputed leader on the offensive line decided to come back for another year in Columbus instead of applying for entry into the 2015 draft, where he might have been a mid-to-late first-round pick. Decker not only got a chance to win back-to-back national titles during his senior year, but also an opportunity to prove he has the natural bend and elite athleticism (to go along with his obvious length, strength, and toughness) to be a top-five selection. The 2015 Big Ten Offensive Lineman of the Year played strong as the Buckeyes came up just short of reaching the College Football Playoff.",6.30
"Doctson started his collegiate career at Wyoming before transferring back to his home state. He became Heisman Trophy candidate Trevone Boykin's favorite target (65 receptions, 1,018 yards, 11 TD) as a junior and ramped up his game even more in 2015, earning consensus first team All-American honors with a school-record 79 catches for 1,337 yards and 14 scores. Doctson only played in 11 games this year, only sparingly in one of those contests, as he suffered a wrist injury when players fell on him after a catch. The 2015 Fred Biletnikoff Award finalist finished second in TCU history in career receptions and yards, and set the record for touchdown receptions, despite starting his career at another school.",6.30
"Garnett, the son of an NFL nose tackle (Scott Garnett), played in the shadow of other NFL-ready Stanford linemen like 2015 first-round pick Andrus Peat before his senior year. He emerged from that shadow this fall, however, winning numerous All-American honors and the Outland Trophy as the nation’s top interior lineman. His combination of size (6-5, 325) and movement dropped jaws around college football -- especially when he takes an occasional turn as an H-back. Add intelligence and a nasty streak, and Garnett’s got everything an offensive line coach would want to be part of his group.",6.30
"Ifedi's build screams ""NFL offensive lineman."" He's started the past three seasons for the Aggies, starting out as a Freshman All-American right guard blocking for Johnny Manziel the year after the star quarterback won his Heisman Trophy. The following season he moved to right tackle, starting 11 games while missing two due to a sprained MCL. It was hoped that Ifedi could take over the left tackle position in 2015 after the departure of Cedric Ogbuehi to the NFL, but he instead stayed on the right side. Ifedi was named second team All-SEC by league coaches for his work last year. Instead of returning to the Aggies for 2016, he decided to join his brother Martin (who starred as a defensive lineman at Memphis) in the National Football League.",6.30
"Kelly had big shoes to fill when he took over for Rimington Trophy winner Barrett Jones in 2013, but he's handled the pressure quite well. A taller, athletic pivot, Kelly was voted honorable mention All-SEC by league media as a junior, and even won the team's Offensive Player of the Week award twice during the year. He followed that up with a consensus first-team all-conference senior year, leading the way for a Heisman Trophy winner in back Derrick Henry and protecting quarterback Jake Coker on the way to the national title game.",6.30
"Some safeties are content with ""catching"" ball-carriers during their tackle attempts. Neal prefers to make sure those with the ball have nightmares about ""42"" coming their way. The Florida high school all-state pick (151 tackles as a junior) stepped in to tie for the team lead in special teams tackles as a freshman, along with playing a reserve role at safety (five tackles on the year). Neal got the start in eight contests as a sophomore, missing two games with an injury but still managing 45 tackles and racking up three interceptions. He also missed the first two games of the 2015 season with an injured hamstring, but finished with 96 tackles, 3.5 for loss, two sacks, and one interception. Neal joined cornerback Vernon Hargreaves III in leaving for the NFL early after his outstanding junior year.",6.30
"Named as one of the top 15 players in the country coming out of high school, big things were expected from Peake when he arrived at Death Valley. However, injuries and other rising stars (DeAndre Hopkins, Martavis Bryant and Sammy Watkins) held off his explosion on the scene until late in his career. Peake played in 14 games as a true freshman (4-71 receiving, 2-22 kick returns) and started two of 13 games played in a sophomore campaign (25-172, two TD receiving). Peake started the first two games of the 2013 season (8-84, one TD) before tearing his ACL in a September practice. He took a medical redshirt that season, and eventually made his way back onto the field the next season (four starts in seven games, 12-129, two TD receiving). Finally healthy and fully utilized with Deshaun Watson running an excellent Clemson offense that pushed the Tigers to the national championship game, Peake had the best year of his career in 2015 (50-716, five TD).",6.30
"Robinson's talent was never an issue during his time in Baton Rouge, but staying on the field was problematic.  He barely made the deadline for eligibility before his freshman season, but ended up playing in 12 games with two starts (16 tackles, interception, three pass break-ups). In 2014, he was not allowed to dress for the season opener against Wisconsin and started six of eight games played (17 tackles, one pass breakup) before being suspended indefinitely in November. Head coach Les Miles never reinstated Robinson for the 2015 season, so the defender sat out the season instead of transferring to another school. Without hope of re-joining the team in 2016, he entered the NFL draft as an early entrant.",6.30
"Thomas is the nephew of former USC and NFL star receiver Keyshawn Johnson, which portends an excellent pro career. His road to this spot has been bumpy at times, however. Passed over by USC and UCLA as a high school recruit, Thomas went to Fork Union Military Academy (where he roomed with OSU quarterback Cardale Jones) instead of accepting scholarship offers from second-tier programs. He played in 11 games as a freshman, catching just three passes (22 yards) for the Buckeyes, and then was redshirted for the 2013 season just one game in because he was struggling to learn the offense and make his grades. Just one year later, Thomas became the leading receiver (54 catches, 799 yards, nine scores) on a national championship squad. He proved 2014 wasn’t a fluke by once again leading the Buckeyes with 56 catches, 781 yards, and nine touchdowns this fall, garnering third-team All-Big Ten honors from league coaches and media. Thomas won't be picked No. 1 overall like his uncle, but an NFL team will see his potential as a Sunday playmaker.",6.30
"Though Apple was highly-recruited out of high school, Buckeyes head coach Urban Meyer wasn't sure of what he had during the New Jersey native's first year on campus. But Apple was diagnosed with an iron deficiency that prevented him from giving full effort on the field, in the weight room, and in the classroom. Once that was under control, Meyer and the rest of the coaches saw Apple begin to fulfill his potential. Apple (whose given surname was Woodard, but changed it to honor his stepfather) started 14 of 15 games as a redshirt freshman during Ohio State's run to a national title. In fact, he sealed the Buckeyes' win over Oregon in the championship game, intercepting Heisman Trophy winner Marcus Mariota's final collegiate pass. For the season, he totaled 53 tackles, 5.5 for loss, three interceptions and 10 pass breakups. Although Apple's statistical production decreased in 2015 (33 tackles, two for loss, one interception, eight pass breakups), Big Ten coaches recognized his ability to shut down opposing receivers by voting him second-team all-conference.",6.20
"Bell was a top 30 national recruit out of Georgia, but eschewed the overtures of Alabama and other SEC schools to play for Urban Meyer and the Buckeyes. His faith in Meyer was rewarded with a national championship in 2014, and the fact his team beat Saban's Crimson Tide in the title game was no small irony. Bell got on the field right way for OSU, playing as a reserve at the nickel spot most of his true freshman season before earning a starting spot in the Orange Bowl versus Clemson (seven tackles, interception). He was inserted into one of the safety spots for 14-of-15 contests in the Buckeyes' championship 2014 season, racking up 92 tackles, two for loss, six interceptions and six pass breakups. Though his statistics dropped a bit in his final year in Columbus (65 tackles, two interceptions, nine pass breakups), Bell's play was still impressive enough to receive 2015 second-team All-Big Ten honors from league coaches (first team from the media).",6.20
"The former Washington State signee and junior-college star ran just 31 times in his first three games with the Utes in 2014 -- then he ran for an average of 130 yards a game through the rest of the season. Booker followed up that performance with a second-team All-Pac-12 senior campaign (1,261 yards, 11 TD in 10 games) before a torn meniscus sidelined him early. His power, quickness, elusiveness in the hole, and receiving ability (80 receptions in 2014-2015) give him an excitement factor lacking from most collegiate backs.",6.20
"Burns has been as successful a two-sport athlete as any football player has been in the last 20 years. He came to ""The U"" with a pedigree on the football field and the track, earning four-star recruit status while winning a state title in the 110 meter hurdles three times during his high school career (he had the top 110 meter and 300 meter hurdles times in the nation in his junior year). Burns translated that dual success in high school to the Hurricanes, winning All-American and All-Conference honors as a hurdler for the track and field squad and becoming one of the top corners in the ACC. Burns played in a reserve role as a freshman in 2013 (17 tackles, two sacks, three pass breakups) before becoming a starter in his sophomore year (40 tackles, six pass breakups). He flourished in 2015, intercepting six passes (most by a Miami player since Sean Taylor had 10 in 2003) and breaking up five others on his way to consensus second-team All-ACC honors. Unfortunately, Burns also suffered a great loss during his junior year, losing his mother after she suffered a heart attack. Since his father has been incarcerated for some time, the University of Miami started a donation fund to help his family get through the rough period -- they raised $40,000 in six hours. It was not surprising, therefore, that he wanted to declare for the 2016 NFL Draft as an early entrant.",6.20
"Not many players are named to All-American squads once during their college career, much less twice. Calhoun's managed to earn the nod three straight years, making big plays for the Spartans as they competed for Big Ten titles. As a redshirt sophomore, Calhoun was the Big Ten Defensive Lineman of the Year and first team all-conference recognition in addition to second team All-American notice from several sources after recording 14 tackles for loss, 7.5 sacks, four fumble recoveries and an interception. The two-time Ted Hendricks Award finalist (2013, 2015) didn’t disappoint in his second year as a starter and first as a team captain, making 39 tackles, 12.5 for loss and eight sacks. Calhoun could have left for the NFL after 2014, but decided to return to compete for a Big Ten title and a national championship. The Spartans did accomplish the former, with the help of Calhoun’s 14.5 tackles for loss and 10.5 sacks before losing to eventual champion Alabama in the College Football Playoff.",6.20
"The Blue Devils are looking for their first back-to-back drafts with a first-round pick in school history, and the former Ohio State Buckeye (he played five games as a true freshman in 2011 before transferring due to the change of coaches) has the sort of all-around game a team may covet enough to use an early pick to secure his services. He's a real presence in the box, as he showed during his sophomore season (121 tackles, 9.5 tackles for loss, four interceptions) and in another outstanding year in 2014 (111 tackles, 10.5 for loss, 5.5 sacks, two picks, seven pass breakups). Cash was recognized as a second-team All-ACC player, as well as receiving second team All-American notice, in both seasons.  In his senior year, Cash joined last year's first-round Blue Devil, guard Laken Tomlinson, as a consensus All-American by amassing 101 tackles, 18 for loss, 2.5 sacks, four pass break-ups, and three forced fumbles.  The Bronco Nagurski and Jim Thorpe Award committees named him a finalist, and ACC coaches named him not only the conference Defensive Player of the Year, but also its top scholar-athlete.  Unfortunately, Cash could not play in the team's bowl game against Indiana, sitting out the Pinstripe Bowl after having surgery on his right wrist.",6.20
"It didn't take long for Collins, one of the most highly recruited high school running backs in the country, to make his mark for the Razorbacks. In fact, he was the first true freshman to start his career with three 100-yard performances since Adrian Peterson in 2004. Even though he shared carries with Jonathan Williams in his first two years on campus, Collins rolled up more than 1,000 yards each year (1,026 with 4 TD in 2013, 1,100 with 12 TD in 2014), joining Darren McFadden as the only Arkansas backs to accomplish that feat. With Williams out with an injury in 2015, Collins's carries increased from 204 in 2014 to 271 in 2015 as did his production (1,577 yards, 20 TD). He earned second team All-SEC honors in his final year, finishing behind Heisman Trophy winner Derrick Henry (Alabama) and Leonard Fournette (LSU). One of the toughest runners in college football, Collins made the jump to the NFL after his junior year.",6.20
"Many college football players are lacking in discipline, driving their coaches crazy. Cooper does not have that problem, as he grew up in a military family -- his grandfather and father were Marines, and his brother is a Marine. After winning back-to-back state high school titles in North Carolina, Cooper used his maturity to get on the field right away for the Gamecocks, receiving Freshman All-SEC honors as an all-purpose back and returner (359 kick return yards). Once given a chance to receive regular touches on offense, Cooper excelled, garnering consensus first team all-conference recognition as a receiver in 2014 (69-1,136, 11 TD) and second team honors as an all-purpose back (200 rushing yards, two scores). His production dipped a bit in 2015 (66-973, nine TD), but South Carolina's offense struggled in many ways this season. SEC coaches still named him first team all-conference receiver and all-purpose player for his efforts.",6.20
"For a couple of days, Dixon was the leading touchdown scorer in FBS history. Even though Navy quarterback Keenan Reynolds bested Dixon’s 87 scores in his final game, Tech’s top dog had an outstanding career. He earned first-team All-Conference USA honors in 2015 (1,070 rush yds, 467 receiving yards, 26 total TD) despite missing two games with an ankle injury. Dixon had earned first-team all-conference notice in the WAC as a true freshman in 2012 (1,194 yards, 27 rush TD) and second-team All-Conference USA the last two years as he hit 1,000 yards rushing (1,299) in 2014 and 917 as a sophomore while fighting a knee injury. That sort of consistency is a rare feat for a college back.",6.20
"NFL scouts don't care one bit about the ethnicity of college football prospects; it's the ultimate color-blind evaluation because either guys can play, have the potential to become players in time, or just don’t have the necessary skill set. Duarte's growing up in a household with Mexican and Japanese influences give him a unique background, but scouting his outstanding skill set as a playmaking receiver is what interests general managers across the league. The four-star wide receiver recruit from successful Mater Dei High School (where his number was retired) jumped into the fray as a true freshman, playing in 13 games with four starts and garnering honorable mention All-Pac-12 (16-214, four TD). Duarte was picked as honorable mention all-conference selection again in 2014, leading the conference with an average 19.3 yards per reception from the tight end position (28-540, four TD). Joining forces with freshman phenom quarterback Josh Rosen last season, Duarte became a second-team all-conference pick by catching 10 touchdowns among his 53 catches that covered 872 yards (16.5 per).",6.20
"Stanford has become ""Tight End U"" over the past few years, with former Cardinal contributors Zach Ertz, Levine Tiololo, Coby Fleener and Jim Dray enjoying good NFL careers. Hooper's next in line, leaving for the pros after his redshirt sophomore season. His father actually played at San Diego State, but his uncle, Greg, suited up for Stanford as a fullback from 1979-1982. Those genes were obvious during his two years on the field, first as a redshirt freshman in 2014 where he earned Freshman All-American and second-team All-Pac-12 honors (40-499, two scores). He helped Stanford win a conference championship in his second season, garnering several honors (Mackey Award finalist, third-team AP All-American, first-team All-Pac-12) by catching 34 passes for 438 yards and six touchdowns.",6.20
"Jackson started his career at Trinity Valley Junior College, and found himself a regular starter by the end of his first year with the Cougars in 2013. He stepped up his game as a junior to become a second-team American Athletic Conference pick (two interceptions, 10 pass breakups), ranking among the national leaders in pass breakups before suffering a sprained MCL late in the year. Jackson tweaked a knee during 2015, but started 12 of 13 games, again was named second-team all-conference and finished with five interceptions and 23 pass breakups, leading the nation in passes defended.",6.20
"Ironically, Joseph's play style of a complete lack of respect for his own body was not the reason he missed more than half of his senior season. He injured his knee in a non-contact practice drill, putting a stop to his best year to date, where he led the FBS in interceptions (five) after four weeks. Joseph flies into the backfield and attacks receivers in space like few others in this draft class, as he showed during his first-team All-Big 12 junior campaign (92 stops, 4.5 for loss, one interception, three pass break-ups, three forced fumbles.) Joseph started every game as a freshman (team defensive player of the year with 104 tackles, seven for loss, two interceptions, three forced fumbles) and sophomore (68 tackles, three for loss, one interception), as well, earning honorable mention all-conference recognition each season.",6.20
"It’s easy to mistake Killebrew for a linebacker, both because of his physique but also due to his hard hits. The four-year starter earned All-Big Sky recognition in each season: honorable mention in 2012 and 2013, second team in 2014, and first team in 2015. Killebrew reached the triple-digit mark in tackles the past two seasons (101 in 2014, 132 in 2015) and also showed an ability to handle his pass coverage responsibilities each year (three interceptions, one for a touchdown in 2014, seven pass break-ups in 2015). Killebrew was also named second team All-Big Sky last year after blocking two kicks. Special teams acumen and defensive productivity should earn him similar grades to FCS star safety Jaquiski Tartt (Samford), who was picked in the third round of the 2015 draft.",6.20
"Teams already know what to expect from Nick, as his brother Zack excelled in his first two seasons with Dallas after being selected in the first round in 2014. Nick will bring versatility along with the family toughness to an NFL team. He moves between center and guard without an issue (started at left guard 10 games in 2014, three games at center that year as well as most of 2013 and all of 2015), displaying a strong anchor in pass pro and nimble feet to attack linebackers in the run game. Teams envying the Cowboys' prodigious but athletic front line should consider picking up this Golden Domer.",6.20
"Miller was named third-team FCS All-American by The Associated Press as a junior, despite fighting through a dislocated shoulder that cost him three games. He then improved that honor to second-team AP All-American in 2015. Miller picked off 11 passes and broke up 22 others over the past three years using his height and length, earning first team All-Southland Conference honors each season. Miller also proved he could make plays on the other side of the line of scrimmage as a senior, making six tackles for loss, while additionally returning punts (15 for 175 yards), receiving first-team all-conference notice at that position. He looks to join former teammate Robert Alford (drafted in the second round by Atlanta in 2013) in the league.",6.20
"The native of Kenya has been impressive over the past three years when healthy, displaying pro-caliber footwork and a solid anchor in pass protection while earning All-Conference honors the past two years (second-team in 2014, first-team in 2015). However, Odhiambo (pronounced AH-dee-AHM-bo) has not been able to start more than nine games in any season due to injuries (he broke his ankle in this season’s ninth game). Still, whether he serves as an undersized tackle or proves strong enough to move inside (like former Boise State LT Daryn Colledge), Odhiambo has starter-quality skills.",6.20
"Seeing Perkins succeed as a college running back is not surprising, given that his father Bruce (whose first name is actually Paul) played fullback for two years in the NFL and his uncle Don played eight years for the Dallas Cowboys. His younger brother, Bryce, redshirted at Arizona State (where Bruce played) last year, as well. Living up to the family name can be challenging, but Perkins showed great promise as a redshirt freshman by starting six games and finishing as the team's top rusher after athletic quarterback Brett Hundley (134-573, six touchdowns). Hundley didn’t have to run as much in 2014, handing the ball to Perkins 251 times and watching the back go for a Pac-12 best 1,575 yards and nine touchdowns (plus 26 passes to Perkins for 201 yards and two scores). He somehow was only voted honorable mention all-conference for that performance, but coaches wised up in 2015, naming him to their second-team after another excellent season (1,343 yards, 14 TD rushing; 30-242, one TD receiving).",6.20
"Despite Robinson's athletic prowess, his ability to take advantage of those gifts, or to stay out of trouble, short-circuited his career in Gainesville. He was suspended four times with the Gators (twice in 2013), including once late in the 2015 season, to go along with two benchings in his final year on campus. The nephew of former South Carolina and NFL receiver Marcus Robinson, Demarcus was a major recruiting coup for the Gators as an all-state pick from Georgia. He played in only seven games as a freshman, though, due to two suspensions (5-23 receiving). Robinson took a step forward as a sophomore, catching 53 passes for 810 yards and seven touchdowns. His statistics dropped in 2015, however, as he played 13 games but could only manage 522 yards and two scores on 48 receptions as the Gators' offense struggled all season long.",6.20
"Shepard wears the same jersey number (3) as his late father, Derrick Shepard, who lettered for the Sooners as a receiver in the 1980s. Despite his slight frame, Shepard's toughness, strong hands, and quick cuts make him the sort of in-space player NFL offensive coordinators want working the middle of the field. Shepard’s production greatly increased from his second-team All-Big 12 2014 season (51 catches, 970 yards, five touchdowns) to his USA Today second-team All-American senior season (86-1,288-11).",6.20
"An absolute road grader, Turner has turned the heads of NFL general managers with his ability to move the line of scrimmage. The three-plus year starter at right guard followed up a third-team All-ACC junior campaign with an first-team Associated Press All-American and first-team all-conference senior year. The nephew of former NFL fullback Jim Braxton plays with the same tough mindset as his uncle.",6.20
"Vannett grew up in Westerville, Ohio, where OSU football is King. Though he was not utilized to his full potential in the Buckeyes’ passing attack, there’s no reason that he shouldn't be as valued as former teammate Jeff Heuerman, who was a 2015 third-round pick of the Denver Broncos. He has NFL size and hands, earning honorable mention All-Big Ten selection with 19 catches for 162 yards in 2015. Vannett had similar production (19-220) but more red zone targets (scoring five times) as a junior after spare usage as a redshirt freshman (two starts, 9-123) and sophomore (8-80, one TD).",6.20
"Westerman was a top national recruit who attended Auburn for his first two years, losing most of his redshirt freshman season due to injury before deciding to return to his home state of Arizona to finish his career. He excelled last fall in his first season as a starter for the Sun Devils, earning honorable mention All-Pac-12 notice for his stout play and mobility at left guard. Westerman's play his senior campaign did not disappoint, as his attitude, stoutness, mobility, and solid technique made him a second-team all-conference performer.",6.20
"What do you do for an encore after winning the Lou Groza Award as the nation's top kicker? How about lead the nation in field goal percentage one year, and then become the first three-time All-American to play for the 'Noles since Deion Sanders? Not bad. Among his other accomplishments, Aguayo was a major player in the team’s 2013 national championship, setting FBS records with 157 points scored and 94 point after tries without a miss.  He also made 21-of-22 field goal attempts on the year.  The three-time first team All-ACC pick by league coaches set a conference record by making 198 straight extra points – every one in his storied career. Aguayo led the NCAA in field goal percentage in 2014, making 27-of-30 attempts, though he fell off a bit as a junior (21-26, just 5-for-10 from 40 or more yards away). He had 47 touchbacks in 84 kickoffs in 2015 (56 percent, up from 51 percent in 2014 and 37.5 percent in 2013), presenting leg strength NFL special teams coaches covet.",6.10
"Football is a family affair for the Alexanders. His father, Derrick, Sr., played at Oklahoma State and his brother, Derrick, Jr., is also heading toward an NFL career after excelling as a defensive lineman at Tulsa. Alexander's natural football acumen shone through in his first year with the Sooners, winning the Big 12 Defensive Freshman of the Year by starting the final eight games, making 80 tackles, 3.5 for loss, and forcing two fumbles. He started all 13 games each of the next two seasons, earning second-team All-Big 12 honors from the Associated Press in 2014 (107 tackles, six for loss, 1.5 sacks) and first-team all-conference accolades from coaches as a junior (103 tackles, seven for loss, 1.5 sacks). Even though he could have stayed at Oklahoma one more season, he decided to join his brother on the road to the next level.",6.10
"When an NFL offensive line coach sees that a young lineman was a high school wrestler, a smile comes across his face. Grappling in the trenches is what a lineman does -- and is something at which Allen excels. The former Illinois state title holder at 285 pounds is not the largest center in the country, but no other ""man in the middle"" matches this four-year starter's toughness, anchor, and aggressive nature. The two-time USA Today All-American missed a couple of games with an ankle injury in 2015, but came back to help his team to a Big Ten title.",6.10
"Blair was a second-team all-state pick in Georgia, but ended up at App. State instead of the SEC -– to the chagrin of the Mountaineers’ opponents. In his first three full years on the field (he missed most of 2013 with a thumb injury), he’s been an all-conference pick (two years in the FCS-level Southern Conference, 2014 in the Sun Belt) racking up 33 tackles for loss and 12.5 sacks. Blair finished his career by winning the Sun Belt Conference’s Defensive Player of the Year (70 tackles, 19 tackles for loss, 7.5 sacks), lining up outside and inside to take advantage of presented mismatches.",6.10
NA,NA
"Brissett's build (6-foot-4, 235), strong arm, and ability to pick up first downs with his feet will intrigue teams looking for a potential starter in a draft lacking great talent at the position. Brissett started his career at Florida, but transferred to N.C. State due to a recruiting relationship with head coach Dave Doeren. He’s started every game the past two years, shining against Florida State (32-for-48, 359 yards, three touchdowns) in 2014, which portended a nice senior year that saw him earn honorable mention All-ACC honors (2,662 passing yards, 20 touchdowns, six interceptions).",6.10
NA,NA
"Not only was Collins an outstanding football player at Kansas City Central High School (first-team all-state with 43 tackles for loss and 15 sacks as a senior), but a championship wrestler who won a state title at 48-0 in his final year. That combination is gold to NFL scouts, who love defensive linemen who have used their hands to grapple on the mat as well as the gridiron. Collins contributed in his first year on campus in 2013, playing all 12 games and starting the team's bowl game (12 tackles, two for loss, one sack). His star power began to shine in his sophomore year, garnering second team All-Big Ten accolades and team Defensive co-MVP with 45 tackles, 14 for loss, and 4.5 sacks. Though he started 12 of 13 games in 2015, Collins' production dropped: 29 tackles, seven for loss, 2.5 sacks. Big Ten media members and coaches alike still felt that he made enough plays to earn third-team all-conference honors.",6.10
"For three straight years, a member of the Boise State Broncos has left school early for the NFL Draft. Correa follows defensive end Demarcus Lawrence (picked by Dallas in the second round of the 2014 draft) and running back Jay Ajayi (fifth round, Miami, 2015). This year's early entrant is Correa, native of Honolulu, Hawai'i. He earned second-team All-Mountain West accolades in 2015, leading the Broncos with 11 tackles for loss and seven sacks on the year. Two of those sacks came in his last game with the Broncos, a win over Northern Illinois in the Poinsettia Bowl. Those numbers were actually down from Correa's sophomore year stats, when he was named first team all-conference after leading the Mountain West with 12 sacks and finishing third with 19 tackles for loss. In his true freshman year, 2013, he played in every game as a reserve (12 tackles, 1.5 tackles for loss, sack).",6.10
"Day plays stronger than his measurements might indicate. Heady and hustling, he also holds his ground against double teams and may have the best hands of any lineman in the draft. Day played inside and outside for the Irish, regularly making plays in the backfield in 2015 (15.5 tackles for loss, four sacks, 13 quarterback hurries) on his way to USA Today first-team All-American honors. The three-year starter nearly matched his career tackle for loss total (16.5) and exceeded his sack total (3.5) despite being the focus of opposing offenses.",6.10
"Fuller was the fourth Fuller brother to suit up for Virginia Tech, and will be the fourth to play in the NFL, and probably the most talented of them all. Vincent played seven years in the league as a safety, Corey lines up as a reserve receiver for the Detroit Lions, and Kyle has played well at corner for Chicago after they made him a first-round pick in 2014. Kendall, a high school All-American, simply came into Bud Foster's defense as a true freshman, starting 12 games, intercepting six passes, and garnering Freshman All-American, second-team All-ACC and Defensive Rookie of the Year honors. Fuller continued to impress in his sophomore year, earning second team All-American notice from multiple outlets and first team all-conference nods from coaches and media alike (4.5 tackles for loss, two interceptions, 15 pass breakups) -- all while playing with a fractured wrist on which he had surgery after the season. Unfortunately, the injury bug bit Fuller again before the 2015 season, as he tore the meniscus in his right knee during preseason camp. He attempted to play through the injury, but decided to hang it up after three games (seven tackles, sack) to have it repaired. Rather than return to Virginia Tech after head coach Frank Beamer retired, Fuller decided to head to the next level as an early draft entrant to join his brothers.",6.10
"Left guard, right guard, center: wherever he lines up, Glasgow is a tough blocker that shows enough mobility to make creases for running backs. Glasgow started at right guard as a junior before moving into the pivot for 2015 after incumbent Jack Miller ended his football career due to concussions. Glasgow's nine starts there in 2013 made it an easier move, allowing him to lead a rejuvenated Michigan offense and garner consensus honorable mention All-Big Ten honors with his play.",6.10
"Though he spent more time playing Australian Rules football than American football growing up in Melbourne, Gotsis was a quick learner. He starred for a local club team before heading to Atlanta, and then played well as a true freshman against ACC competition. The 2014 consensus second-team all-conference pick is still raw, and played out of position as an interior lineman for Tech's defense considering his lack of bulk. He garnered 2015 third-team All-ACC accolades with 31 tackles, five for loss, and three sacks in nine games, but saw his season cut short with a November knee injury suffered against Virginia.",6.10
"This Georgia native had started 25 straight games at right guard for the Aztecs heading into the 2015 season and was poised to make a name for himself with NFL scouts. Greene made headlines for the wrong reason, however, as SDSU head coach Rocky Long suspended him along with four other players for six games after positive tests for marijuana. Contrite for his mistake, Greene came back to start the final seven games of the year, helping the team produce two 1000-yard rushers for the first time in school history. The 2014 honorable mention All-Mountain West selection will have to answer the same questions about the suspension again and again during the pre-draft process, but also has enough good tape to make teams take the time to consider his talent.",6.10
NA,NA
"Winning a job on LSU's offensive line is no easy task, as head coach Les Miles continually brings in large talents up front. But Hawkins managed to win the starting job at right tackle as a redshirt freshman, even playing on the blind side for an injured La'el Collins in one contest.  The Louisiana native started every game at right tackle in 2014, as well, before moving to Collins' left tackle spot this fall. He missed the contest against Ole Miss with an ankle injury, but started the other 12 games in his final season in Death Valley. Despite his pleas to Collins to stay for his senior season last year, Hawkins decided to forego his fourth year on campus to head to the NFL; he's the only Tiger to do so this year.",6.10
"Western Kentucky has had a bit of a run at the tight end position the past few years, with Jack Doyle drafted by the Colts in 2013 and Mitchell Henry getting his shot with multiple teams last summer. Higbee could be the best of the trio. The converted receiver added weight to his frame and when given the chance to show his stuff against Marshall as a junior, made six catches for 99 yards and three scores. He built on that in 2015, teaming up with two-time Conference USA MVP to put up some of the best numbers for any tight end in the country (38-563, eight TD) despite missing five-plus games with a knee injury.",6.10
"Houston-Carson's 2014 season ended early due to injury (67 tackles, three interceptions in nine games), but he returned to form in 2015 -- winning consensus All-American honors at free safety after starting for three years at cornerback. He has prototypical size and plenty of speed to make plays in the deep secondary, intercepting four passes, returning one for a 94-yard score in 2015. Houston-Carson also possesses secure tackling skills which helped him lead the team with 109 stops on the year (4.5 for loss). ""DHC"" started as a redshirt freshman (55 tackles, one interceptions, seven pass breakups) and sophomore (62 tackles, 4.5 TFL, 2 INT, 11 PBU), too. Houston-Carson also presents special-teams prowess, with nine career blocked kicks and working as a gunner on coverage units.",6.10
"Ioannidis (eye-an-NYE-dis) has been a valuable performer from the Owls since halfway through his freshman year, when the team took off his redshirt. Whether lined up outside or inside, his power and hustle impact nearly every play. The 2014 second-team All-American Athletic Conference pick (11 tackles for loss, 3.5 sacks) and 2015 first-team All-Conference pick in 2015 (11.5 tackles for loss, 3.5 sacks, five pass break-ups) has added bulk to his frame every season.",6.10
"Jones' father, Cal, named his son after his favorite football player, Deion Sanders. His nickname has been ""Debo"", as in Deion and Bo, like Jackson, put together.  The New Orleans native is living up to the expectations, winning the Metro Defensive Player of the Year as a senior in high school and eventually starring for his home state LSU Tigers. Jones had to be patient, though, as his first three years in Baton Rouge resulted in exactly one start (due to an injury to Kwon Alexander). He played primarily on special teams in 2012 (23 tackles, three for loss) and 2013 (15 tackles) before seeing more time on defense as a junior (27 tackles, 3.5 for loss). Then came Jones’ chance to start with Alexander moving on to the NFL. He became permanent team captain and defensive MVP after leading the team with 100 tackles and 13.5 tackles for loss.  He also had five sacks, two interceptions, and three pass breakups, showing scouts an all-around skill set giving him a shot to play at the next level.",6.10
"This two-sport athlete experimented on the hardwood in 2012-13 before turning his full attention to the gridiron. The two-time first-team All-Independent pick had 15.5 career sacks entering the 2015 season, and added 11 more in an outstanding senior campaign while making 20 tackles for loss. Kaufusi’s size and athleticism have allowed Cougars coaches (of whom his father, Steve, is one) to play him standing up or hand-down during his career. NFL teams will have to decide where he fits best in their system.",6.10
"One of the more interesting stories in college football in 2015, Miller's descent from two-time Big Ten MVP to third-string passer could have ended badly. But after missing 2014 with a shoulder injury, Miller took on the challenge of switching to receiver for his senior year. Bragging that he was the ""best athlete in college football"", Miller looked prophetic with outstanding open-field moves and speed in the limited opportunities he received this season (24 catches, 329 yards, three TD receiving; 40 carries, 234 yards, one TD rushing). His elusiveness with the ball wasn’t surprising, as he had rushed for more than 1,000 yards in 2012 and 2013, but the natural hands he showed as a receiver make him an intriguing prospect.",6.10
